序號,答案
20240713124012,1613.44
20240713125012,1678.44
20240713130012,1599.34
20240713131012,1602.04
20240713132012,1651.94
20240713133012,1529.55
20240713134012,1399.59
20240713135012,1550.45
20240713140012,877.24
20240713141012,694.81
20240713142012,922.61
20240713143012,667.93
20240713144012,484.21
20240713145012,398.61
20240713150012,288.15
20240713151012,700.14
20240713152012,282.77
20240713153012,153.3
20240713154012,141.13
20240713155012,106.17
20240713160012,35.09
20240713161012,18.29
20240713162012,15.33
20240713163012,4.48
20240713164012,1.03
20240713165012,0.0
20240214090013,189.38
20240214091013,496.17
20240214092013,617.27
20240214093013,660.22
20240214094013,950.35
20240214095013,951.63
20240214100013,1256.5
20240214101013,1323.08
20240214102013,1539.72
20240214103013,1613.16
20240214104013,1754.07
20240214105013,1672.09
20240214110013,1737.85
20240214111013,1853.34
20240214112013,1799.54
20240214113013,1848.67
20240214114013,1811.28
20240214115013,1777.33
20240214120013,1840.91
20240214121013,1940.73
20240214122013,1991.82
20240214123013,1997.84
20240214124013,1969.74
20240214125013,1932.43
20240214130013,1258.48
20240214131013,1639.75
20240214132013,1666.18
20240214133013,1817.92
20240214134013,1528.14
20240214135013,1336.58
20240214140013,1063.22
20240214141013,1411.91
20240214142013,1116.7
20240214143013,584.32
20240214144013,1030.34
20240214145013,787.23
20240214150013,345.11
20240214151013,346.03
20240214152013,370.03
20240214153013,366.8
20240214154013,415.07
20240214155013,476.15
20240214160013,382.95
20240214161013,342.45
20240214162013,171.01
20240214163013,61.87
20240214164013,44.87
20240214165013,39.59
20240221090013,523.33
20240221091013,554.61
20240221092013,562.54
20240221093013,745.56
20240221094013,947.85
20240221095013,1152.72
20240221100013,1368.16
20240221101013,1304.6
20240221102013,1570.64
20240221103013,1619.36
20240221104013,1658.38
20240221105013,1642.58
20240221110013,1909.87
20240221111013,1944.94
20240221112013,1776.9
20240221113013,1857.26
20240221114013,1847.63
20240221115013,1931.12
20240221120013,2098.62
20240221121013,2142.34
20240221122013,2153.12
20240221123013,2127.45
20240221124013,1906.87
20240221125013,1810.36
20240221130013,1753.96
20240221131013,985.61
20240221132013,1105.83
20240221133013,1275.91
20240221134013,1251.8
20240221135013,1132.25
20240221140013,720.71
20240221141013,1394.52
20240221142013,1016.98
20240221143013,664.53
20240221144013,79.46
20240221145013,131.42
20240221150013,91.22
20240221151013,69.67
20240221152013,41.37
20240221153013,21.67
20240221154013,17.66
20240221155013,23.42
20240221160013,11.67
20240221161013,14.2
20240221162013,4.59
20240221163013,4.64
20240221164013,3.56
20240221165013,3.47
20240314090013,11.75
20240314091013,8.75
20240314092013,8.31
20240314093013,12.85
20240314094013,12.52
20240314095013,15.51
20240314100013,33.59
20240314101013,27.08
20240314102013,27.59
20240314103013,46.24
20240314104013,39.2
20240314105013,46.96
20240314110013,77.09
20240314111013,85.45
20240314112013,66.73
20240314113013,64.69
20240314114013,62.77
20240314115013,60.24
20240314120013,44.66
20240314121013,35.14
20240314122013,18.27
20240314123013,17.77
20240314124013,19.4
20240314125013,27.2
20240314130013,21.64
20240314131013,25.75
20240314132013,27.31
20240314133013,44.36
20240314134013,63.62
20240314135013,68.34
20240314140013,490.53
20240314141013,489.87
20240314142013,377.07
20240314143013,330.14
20240314144013,752.81
20240314145013,792.98
20240314150013,833.57
20240314151013,695.5
20240314152013,881.8
20240314153013,655.22
20240314154013,558.83
20240314155013,265.8
20240314160013,23.82
20240314161013,14.52
20240314162013,13.4
20240314163013,9.87
20240314164013,5.23
20240314165013,8.05
20240316090013,309.31
20240316091013,369.96
20240316092013,453.65
20240316093013,544.46
20240316094013,284.03
20240316095013,458.83
20240316100013,1158.94
20240316101013,1238.28
20240316102013,1283.81
20240316103013,1364.91
20240316104013,1514.76
20240316105013,1511.91
20240316110013,990.02
20240316111013,987.13
20240316112013,1132.96
20240316113013,1160.1
20240316114013,1532.31
20240316115013,1458.44
20240316120013,1673.48
20240316121013,1800.09
20240316122013,1811.53
20240316123013,1806.46
20240316124013,1282.13
20240316125013,856.32
20240316130013,656.91
20240316131013,758.71
20240316132013,988.53
20240316133013,914.31
20240316134013,625.86
20240316135013,144.36
20240316140013,222.67
20240316141013,237.34
20240316142013,139.1
20240316143013,125.73
20240316144013,94.58
20240316145013,104.85
20240316150013,198.27
20240316151013,229.29
20240316152013,76.56
20240316153013,71.94
20240316154013,77.46
20240316155013,60.02
20240316160013,27.07
20240316161013,26.62
20240316162013,20.75
20240316163013,10.62
20240316164013,7.6
20240316165013,6.47
20240328090013,306.18
20240328091013,465.51
20240328092013,736.12
20240328093013,768.51
20240328094013,885.1
20240328095013,981.64
20240328100013,1353.42
20240328101013,1316.85
20240328102013,1306.14
20240328103013,1413.35
20240328104013,1529.15
20240328105013,1388.34
20240328110013,1596.92
20240328111013,1566.42
20240328112013,1458.85
20240328113013,1379.16
20240328114013,1634.66
20240328115013,1713.44
20240328120013,1752.1
20240328121013,1680.88
20240328122013,1459.12
20240328123013,1432.05
20240328124013,1490.36
20240328125013,1715.0
20240328130013,1822.26
20240328131013,1172.93
20240328132013,412.09
20240328133013,224.46
20240328134013,515.33
20240328135013,95.26
20240328140013,107.94
20240328141013,125.82
20240328142013,125.4
20240328143013,71.6
20240328144013,91.78
20240328145013,91.63
20240328150013,241.36
20240328151013,368.31
20240328152013,270.72
20240328153013,124.47
20240328154013,133.42
20240328155013,181.49
20240328160013,88.52
20240328161013,90.35
20240328162013,93.62
20240328163013,17.55
20240328164013,12.51
20240328165013,15.16
20240412090013,234.35
20240412091013,368.1
20240412092013,446.34
20240412093013,596.12
20240412094013,847.86
20240412095013,945.59
20240412100013,833.65
20240412101013,953.16
20240412102013,1093.82
20240412103013,1196.63
20240412104013,1293.76
20240412105013,1339.13
20240412110013,1276.04
20240412111013,1329.04
20240412112013,1493.3
20240412113013,1529.46
20240412114013,1573.79
20240412115013,1408.83
20240412120013,1554.69
20240412121013,1587.06
20240412122013,1513.09
20240412123013,1125.21
20240412124013,1015.57
20240412125013,325.17
20240412130013,550.42
20240412131013,445.35
20240412132013,582.63
20240412133013,669.62
20240412134013,720.64
20240412135013,599.94
20240412140013,654.75
20240412141013,223.59
20240412142013,125.64
20240412143013,240.68
20240412144013,127.28
20240412145013,112.03
20240412150013,232.44
20240412151013,75.33
20240412152013,63.59
20240412153013,45.18
20240412154013,51.91
20240412155013,61.98
20240412160013,31.89
20240412161013,29.05
20240412162013,19.35
20240412163013,16.24
20240412164013,15.3
20240412165013,10.43
20240619090013,271.44
20240619091013,297.12
20240619092013,335.4
20240619093013,463.16
20240619094013,483.73
20240619095013,544.4
20240619100013,486.84
20240619101013,672.66
20240619102013,774.27
20240619103013,760.73
20240619104013,762.45
20240619105013,1009.73
20240619110013,1080.46
20240619111013,937.04
20240619112013,723.67
20240619113013,1032.8
20240619114013,1166.13
20240619115013,1140.11
20240619120013,929.82
20240619121013,1114.26
20240619122013,1052.4
20240619123013,881.58
20240619124013,241.38
20240619125013,1013.1
20240619130013,1288.87
20240619131013,723.38
20240619132013,871.87
20240619133013,347.85
20240619134013,424.77
20240619135013,671.24
20240619140013,355.92
20240619141013,38.18
20240619142013,52.18
20240619143013,53.48
20240619144013,45.66
20240619145013,55.03
20240619150013,19.8
20240619151013,12.07
20240619152013,8.96
20240619153013,4.73
20240619154013,4.93
20240619155013,5.53
20240619160013,0.0
20240619161013,0.0
20240619162013,0.0
20240619163013,0.0
20240619164013,0.0
20240619165013,1.64
20240225090014,3.91
20240225091014,7.21
20240225092014,10.94
20240225093014,11.37
20240225094014,9.43
20240225095014,10.62
20240225100014,14.8
20240225101014,16.69
20240225102014,18.01
20240225103014,21.14
20240225104014,21.12
20240225105014,24.58
20240225110014,50.12
20240225111014,53.67
20240225112014,67.77
20240225113014,66.51
20240225114014,60.35
20240225115014,53.28
20240225120014,131.58
20240225121014,83.4
20240225122014,81.35
20240225123014,64.21
20240225124014,69.14
20240225125014,86.51
20240225130014,84.16
20240225131014,51.45
20240225132014,48.4
20240225133014,44.02
20240225134014,46.75
20240225135014,34.77
20240225140014,31.8
20240225141014,20.71
20240225142014,17.9
20240225143014,16.49
20240225144014,16.94
20240225145014,13.59
20240225150014,10.86
20240225151014,9.68
20240225152014,10.35
20240225153014,9.11
20240225154014,10.09
20240225155014,8.58
20240225160014,8.0
20240225161014,6.86
20240225162014,4.97
20240225163014,3.29
20240225164014,2.53
20240225165014,1.51
20240227090014,101.17
20240227091014,109.16
20240227092014,130.88
20240227093014,134.88
20240227094014,127.0
20240227095014,128.95
20240227100014,84.11
20240227101014,64.49
20240227102014,60.15
20240227103014,63.04
20240227104014,55.19
20240227105014,69.39
20240227110014,67.24
20240227111014,48.96
20240227112014,38.66
20240227113014,32.52
20240227114014,24.78
20240227115014,23.0
20240227120014,30.11
20240227121014,20.39
20240227122014,19.88
20240227123014,28.58
20240227124014,27.09
20240227125014,33.7
20240227130014,22.26
20240227131014,19.45
20240227132014,26.43
20240227133014,14.82
20240227134014,20.96
20240227135014,15.24
20240227140014,17.34
20240227141014,16.17
20240227142014,13.01
20240227143014,9.91
20240227144014,10.02
20240227145014,7.76
20240227150014,14.68
20240227151014,11.31
20240227152014,11.71
20240227153014,7.66
20240227154014,6.24
20240227155014,5.38
20240227160014,3.29
20240227161014,3.08
20240227162014,2.74
20240227163014,1.88
20240227164014,1.2
20240227165014,0.05
20240327090014,106.74
20240327091014,134.61
20240327092014,180.9
20240327093014,178.78
20240327094014,242.93
20240327095014,436.13
20240327100014,411.19
20240327101014,400.64
20240327102014,455.89
20240327103014,507.26
20240327104014,600.21
20240327105014,780.11
20240327110014,1019.17
20240327111014,808.56
20240327112014,493.51
20240327113014,438.57
20240327114014,220.9
20240327115014,185.24
20240327120014,131.22
20240327121014,138.68
20240327122014,205.43
20240327123014,198.28
20240327124014,142.68
20240327125014,126.72
20240327130014,130.65
20240327131014,97.12
20240327132014,43.77
20240327133014,64.09
20240327134014,33.22
20240327135014,24.75
20240327140014,34.98
20240327141014,31.12
20240327142014,43.5
20240327143014,37.42
20240327144014,45.67
20240327145014,71.34
20240327150014,10.23
20240327151014,8.57
20240327152014,8.42
20240327153014,7.39
20240327154014,10.2
20240327155014,9.63
20240327160014,9.57
20240327161014,7.16
20240327162014,9.08
20240327163014,6.12
20240327164014,4.67
20240327165014,3.84
20240417090014,795.12
20240417091014,1144.24
20240417092014,1225.19
20240417093014,1124.27
20240417094014,1089.04
20240417095014,1261.17
20240417100014,1455.02
20240417101014,1472.76
20240417102014,1413.66
20240417103014,1556.13
20240417104014,1626.68
20240417105014,1584.06
20240417110014,1631.73
20240417111014,1667.54
20240417112014,1686.49
20240417113014,1671.69
20240417114014,1659.48
20240417115014,1695.15
20240417120014,1740.94
20240417121014,1725.19
20240417122014,1687.53
20240417123014,1605.09
20240417124014,1468.79
20240417125014,738.09
20240417130014,1061.9
20240417131014,1205.12
20240417132014,1254.61
20240417133014,1268.06
20240417134014,1142.29
20240417135014,1071.17
20240417140014,644.52
20240417141014,499.47
20240417142014,485.43
20240417143014,455.59
20240417144014,454.37
20240417145014,362.65
20240417150014,286.91
20240417151014,128.14
20240417152014,17.31
20240417153014,34.83
20240417154014,29.46
20240417155014,36.4
20240417160014,62.39
20240417161014,25.21
20240417162014,45.3
20240417163014,28.14
20240417164014,19.52
20240417165014,14.68
20240517090014,626.08
20240517091014,586.66
20240517092014,816.97
20240517093014,844.57
20240517094014,714.93
20240517095014,819.57
20240517100014,1290.88
20240517101014,668.92
20240517102014,464.68
20240517103014,243.84
20240517104014,274.37
20240517105014,255.07
20240517110014,244.47
20240517111014,243.22
20240517112014,441.52
20240517113014,856.9
20240517114014,550.08
20240517115014,732.53
20240517120014,202.56
20240517121014,118.11
20240517122014,195.88
20240517123014,193.05
20240517124014,168.27
20240517125014,190.6
20240517130014,46.29
20240517131014,59.25
20240517132014,92.94
20240517133014,91.49
20240517134014,73.01
20240517135014,85.28
20240517140014,71.36
20240517141014,208.93
20240517142014,156.0
20240517143014,77.94
20240517144014,25.52
20240517145014,19.67
20240517150014,18.93
20240517151014,43.21
20240517152014,31.76
20240517153014,41.77
20240517154014,81.48
20240517155014,134.18
20240517160014,44.85
20240517161014,36.24
20240517162014,22.97
20240517163014,8.64
20240517164014,4.04
20240517165014,3.72
20240704090014,409.4
20240704091014,581.64
20240704092014,609.96
20240704093014,764.87
20240704094014,816.12
20240704095014,829.66
20240704100014,957.87
20240704101014,913.76
20240704102014,990.32
20240704103014,1110.57
20240704104014,1056.71
20240704105014,1238.61
20240704110014,1164.72
20240704111014,1261.41
20240704112014,1271.83
20240704113014,1276.05
20240704114014,1252.58
20240704115014,1258.82
20240704120014,1300.03
20240704121014,1272.98
20240704122014,1284.25
20240704123014,1301.92
20240704124014,1279.17
20240704125014,1276.51
20240704130014,1201.84
20240704131014,1181.99
20240704132014,1124.63
20240704133014,1074.04
20240704134014,1139.72
20240704135014,1024.91
20240704140014,955.75
20240704141014,996.71
20240704142014,725.32
20240704143014,477.02
20240704144014,482.31
20240704145014,118.61
20240704150014,565.01
20240704151014,539.64
20240704152014,352.99
20240704153014,275.12
20240704154014,181.34
20240704155014,64.93
20240704160014,55.34
20240704161014,31.45
20240704162014,13.96
20240704163014,5.66
20240704164014,8.12
20240704165014,7.73
20240715090014,605.88
20240715091014,690.32
20240715092014,715.13
20240715093014,863.67
20240715094014,789.6
20240715095014,846.31
20240715100014,811.73
20240715101014,966.6
20240715102014,866.35
20240715103014,1150.97
20240715104014,977.84
20240715105014,745.78
20240715110014,896.01
20240715111014,1081.81
20240715112014,1058.72
20240715113014,1250.87
20240715114014,1318.99
20240715115014,1423.82
20240715120014,1260.13
20240715121014,1314.98
20240715122014,1286.99
20240715123014,1137.16
20240715124014,1076.09
20240715125014,803.71
20240715130014,1346.34
20240715131014,1088.03
20240715132014,681.53
20240715133014,478.66
20240715134014,628.16
20240715135014,1068.57
20240715140014,1284.99
20240715141014,446.48
20240715142014,176.6
20240715143014,358.93
20240715144014,239.23
20240715145014,92.04
20240715150014,65.4
20240715151014,186.46
20240715152014,108.85
20240715153014,55.19
20240715154014,37.79
20240715155014,32.33
20240715160014,25.81
20240715161014,26.21
20240715162014,18.53
20240715163014,15.77
20240715164014,17.9
20240715165014,14.31
20240215090015,59.34
20240215091015,33.44
20240215092015,48.21
20240215093015,77.32
20240215094015,1262.23
20240215095015,1513.1
20240215100015,1341.31
20240215101015,1403.16
20240215102015,1580.28
20240215103015,1929.67
20240215104015,1921.85
20240215105015,1896.11
20240215110015,1866.11
20240215111015,1929.12
20240215112015,1956.38
20240215113015,1957.52
20240215114015,1764.15
20240215115015,276.0
20240215120015,31.5
20240215121015,57.63
20240215122015,52.42
20240215123015,77.35
20240215124015,24.02
20240215125015,34.85
20240215130015,105.58
20240215131015,170.05
20240215132015,60.03
20240215133015,49.39
20240215134015,55.23
20240215135015,55.13
20240215140015,34.89
20240215141015,39.26
20240215142015,32.44
20240215143015,82.94
20240215144015,24.87
20240215145015,22.06
20240215150015,37.76
20240215151015,34.2
20240215152015,32.48
20240215153015,32.93
20240215154015,26.54
20240215155015,55.57
20240215160015,15.9
20240215161015,11.74
20240215162015,10.09
20240215163015,7.75
20240215164015,5.59
20240215165015,3.81
20240218090015,66.66
20240218091015,80.21
20240218092015,152.62
20240218093015,227.02
20240218094015,496.28
20240218095015,818.41
20240218100015,348.58
20240218101015,454.46
20240218102015,549.93
20240218103015,1328.28
20240218104015,1196.88
20240218105015,1605.16
20240218110015,1906.19
20240218111015,1604.57
20240218112015,1209.01
20240218113015,1187.47
20240218114015,709.52
20240218115015,185.65
20240218120015,59.34
20240218121015,114.27
20240218122015,97.72
20240218123015,79.37
20240218124015,97.36
20240218125015,100.89
20240218130015,84.03
20240218131015,72.19
20240218132015,62.8
20240218133015,62.32
20240218134015,54.77
20240218135015,60.84
20240218140015,33.23
20240218141015,25.85
20240218142015,23.41
20240218143015,18.89
20240218144015,16.62
20240218145015,19.33
20240218150015,9.89
20240218151015,6.74
20240218152015,11.14
20240218153015,8.47
20240218154015,4.9
20240218155015,3.18
20240218160015,3.51
20240218161015,2.3
20240218162015,6.03
20240218163015,3.56
20240218164015,2.72
20240218165015,1.94
20240314090015,12.31
20240314091015,13.57
20240314092015,13.64
20240314093015,11.5
20240314094015,14.49
20240314095015,20.36
20240314100015,18.1
20240314101015,16.69
20240314102015,10.11
20240314103015,33.0
20240314104015,21.09
20240314105015,42.79
20240314110015,19.59
20240314111015,25.01
20240314112015,17.21
20240314113015,22.94
20240314114015,21.42
20240314115015,31.98
20240314120015,25.4
20240314121015,23.2
20240314122015,22.3
20240314123015,21.55
20240314124015,18.21
20240314125015,19.35
20240314130015,12.52
20240314131015,13.17
20240314132015,19.09
20240314133015,26.0
20240314134015,33.43
20240314135015,36.62
20240314140015,95.4
20240314141015,77.93
20240314142015,74.0
20240314143015,71.92
20240314144015,129.35
20240314145015,193.08
20240314150015,115.35
20240314151015,26.78
20240314152015,24.98
20240314153015,25.18
20240314154015,16.41
20240314155015,8.31
20240314160015,24.71
20240314161015,11.02
20240314162015,8.02
20240314163015,7.55
20240314164015,3.87
20240314165015,3.12
20240317090015,431.49
20240317091015,629.77
20240317092015,645.91
20240317093015,737.99
20240317094015,1331.77
20240317095015,1336.07
20240317100015,1712.43
20240317101015,1471.76
20240317102015,1670.33
20240317103015,1369.88
20240317104015,677.18
20240317105015,727.55
20240317110015,560.17
20240317111015,299.76
20240317112015,337.13
20240317113015,678.16
20240317114015,1066.47
20240317115015,1170.82
20240317120015,745.48
20240317121015,247.63
20240317122015,294.97
20240317123015,140.24
20240317124015,116.85
20240317125015,279.24
20240317130015,193.7
20240317131015,213.68
20240317132015,144.12
20240317133015,68.92
20240317134015,47.9
20240317135015,52.55
20240317140015,49.45
20240317141015,37.41
20240317142015,28.13
20240317143015,28.5
20240317144015,27.45
20240317145015,20.47
20240317150015,19.32
20240317151015,21.39
20240317152015,17.55
20240317153015,18.22
20240317154015,10.6
20240317155015,12.3
20240317160015,13.72
20240317161015,14.77
20240317162015,9.54
20240317163015,7.17
20240317164015,4.8
20240317165015,3.69
20240412090015,1077.06
20240412091015,1383.88
20240412092015,1504.7
20240412093015,1488.89
20240412094015,1512.52
20240412095015,1523.95
20240412100015,1548.46
20240412101015,1542.06
20240412102015,1535.51
20240412103015,1564.66
20240412104015,1598.21
20240412105015,1570.64
20240412110015,1470.16
20240412111015,1529.48
20240412112015,1548.19
20240412113015,1525.11
20240412114015,1380.48
20240412115015,1251.86
20240412120015,1235.38
20240412121015,1058.7
20240412122015,995.7
20240412123015,777.09
20240412124015,892.6
20240412125015,704.8
20240412130015,319.07
20240412131015,95.42
20240412132015,67.57
20240412133015,128.46
20240412134015,55.38
20240412135015,60.57
20240412140015,126.16
20240412141015,63.94
20240412142015,78.3
20240412143015,60.93
20240412144015,68.31
20240412145015,52.16
20240412150015,37.44
20240412151015,37.08
20240412152015,22.44
20240412153015,21.85
20240412154015,16.49
20240412155015,19.16
20240412160015,22.11
20240412161015,19.76
20240412162015,16.83
20240412163015,12.24
20240412164015,12.28
20240412165015,8.22
20240518090015,1333.92
20240518091015,1154.15
20240518092015,1247.71
20240518093015,1294.91
20240518094015,1262.48
20240518095015,1376.16
20240518100015,1450.13
20240518101015,1109.58
20240518102015,1467.86
20240518103015,1488.36
20240518104015,1127.23
20240518105015,1395.44
20240518110015,1230.64
20240518111015,1100.31
20240518112015,983.63
20240518113015,1079.35
20240518114015,1211.83
20240518115015,1245.56
20240518120015,1139.71
20240518121015,1160.67
20240518122015,1152.66
20240518123015,958.31
20240518124015,731.61
20240518125015,340.56
20240518130015,485.65
20240518131015,403.31
20240518132015,370.99
20240518133015,279.55
20240518134015,95.28
20240518135015,82.83
20240518140015,38.7
20240518141015,26.5
20240518142015,28.44
20240518143015,52.83
20240518144015,70.32
20240518145015,122.26
20240518150015,41.63
20240518151015,53.71
20240518152015,52.94
20240518153015,74.87
20240518154015,42.21
20240518155015,36.51
20240518160015,21.12
20240518161015,24.3
20240518162015,29.18
20240518163015,18.52
20240518164015,16.9
20240518165015,13.81
20240530090015,1372.17
20240530091015,984.22
20240530092015,1041.22
20240530093015,1025.31
20240530094015,827.18
20240530095015,718.65
20240530100015,135.39
20240530101015,172.21
20240530102015,362.59
20240530103015,362.26
20240530104015,376.27
20240530105015,351.65
20240530110015,626.84
20240530111015,521.73
20240530112015,422.89
20240530113015,421.58
20240530114015,200.59
20240530115015,302.55
20240530120015,615.23
20240530121015,855.25
20240530122015,888.68
20240530123015,760.15
20240530124015,1132.04
20240530125015,561.29
20240530130015,1063.79
20240530131015,830.59
20240530132015,263.11
20240530133015,259.86
20240530134015,306.46
20240530135015,179.35
20240530140015,81.56
20240530141015,85.89
20240530142015,61.92
20240530143015,27.25
20240530144015,47.87
20240530145015,47.61
20240530150015,42.62
20240530151015,40.15
20240530152015,50.19
20240530153015,31.44
20240530154015,31.41
20240530155015,14.26
20240530160015,10.16
20240530161015,10.11
20240530162015,7.32
20240530163015,7.82
20240530164015,4.0
20240530165015,2.98
20240605090015,358.3
20240605091015,575.06
20240605092015,236.14
20240605093015,184.77
20240605094015,319.85
20240605095015,481.03
20240605100015,961.71
20240605101015,1058.97
20240605102015,621.57
20240605103015,707.2
20240605104015,599.37
20240605105015,489.77
20240605110015,1483.84
20240605111015,834.24
20240605112015,261.85
20240605113015,307.29
20240605114015,181.64
20240605115015,154.26
20240605120015,169.92
20240605121015,69.16
20240605122015,151.37
20240605123015,142.19
20240605124015,104.64
20240605125015,158.81
20240605130015,218.48
20240605131015,193.91
20240605132015,85.93
20240605133015,320.11
20240605134015,156.14
20240605135015,133.36
20240605140015,11.73
20240605141015,12.11
20240605142015,6.59
20240605143015,8.69
20240605144015,8.0
20240605145015,13.11
20240605150015,22.65
20240605151015,14.81
20240605152015,10.96
20240605153015,7.9
20240605154015,6.3
20240605155015,5.57
20240605160015,7.0
20240605161015,3.85
20240605162015,4.23
20240605163015,3.6
20240605164015,2.64
20240605165015,2.83
20240704090015,1650.25
20240704091015,1665.8
20240704092015,1650.06
20240704093015,1680.7
20240704094015,1688.03
20240704095015,1681.46
20240704100015,1701.69
20240704101015,1722.15
20240704102015,1701.54
20240704103015,1706.51
20240704104015,1698.66
20240704105015,1712.18
20240704110015,1724.27
20240704111015,1682.92
20240704112015,1676.98
20240704113015,1646.85
20240704114015,1637.88
20240704115015,1611.47
20240704120015,1608.6
20240704121015,1519.57
20240704122015,1506.66
20240704123015,1433.36
20240704124015,1386.67
20240704125015,1227.59
20240704130015,1112.66
20240704131015,1182.48
20240704132015,994.85
20240704133015,810.46
20240704134015,781.2
20240704135015,612.62
20240704140015,160.17
20240704141015,28.36
20240704142015,14.21
20240704143015,10.09
20240704144015,9.11
20240704145015,13.28
20240704150015,11.99
20240704151015,10.06
20240704152015,8.64
20240704153015,8.27
20240704154015,7.68
20240704155015,7.02
20240704160015,10.51
20240704161015,3.75
20240704162015,4.09
20240704163015,3.3
20240704164015,3.21
20240704165015,2.61
20240316090016,901.4
20240316091016,946.62
20240316092016,787.91
20240316093016,733.35
20240316094016,777.41
20240316095016,774.56
20240316100016,1159.4
20240316101016,1066.05
20240316102016,1298.14
20240316103016,1719.43
20240316104016,1338.69
20240316105016,1368.5
20240316110016,1537.79
20240316111016,1478.12
20240316112016,1408.15
20240316113016,1189.19
20240316114016,827.04
20240316115016,848.36
20240316120016,897.39
20240316121016,821.55
20240316122016,1314.6
20240316123016,928.96
20240316124016,917.86
20240316125016,775.97
20240316130016,497.59
20240316131016,278.15
20240316132016,307.49
20240316133016,309.43
20240316134016,275.27
20240316135016,288.51
20240316140016,47.92
20240316141016,16.02
20240316142016,88.55
20240316143016,37.05
20240316144016,45.54
20240316145016,27.68
20240316150016,21.84
20240316151016,25.43
20240316152016,20.16
20240316153016,15.11
20240316154016,14.93
20240316155016,19.02
20240316160016,9.98
20240316161016,8.96
20240316162016,8.56
20240316163016,4.17
20240316164016,3.56
20240316165016,2.25
20240322090016,674.05
20240322091016,870.03
20240322092016,619.68
20240322093016,1351.75
20240322094016,1590.22
20240322095016,1496.73
20240322100016,1298.79
20240322101016,1423.14
20240322102016,1344.49
20240322103016,1394.93
20240322104016,1362.77
20240322105016,1245.55
20240322110016,1207.6
20240322111016,1116.74
20240322112016,1113.82
20240322113016,1154.11
20240322114016,977.79
20240322115016,389.57
20240322120016,267.12
20240322121016,330.24
20240322122016,747.02
20240322123016,1014.19
20240322124016,782.59
20240322125016,883.48
20240322130016,274.29
20240322131016,73.71
20240322132016,25.75
20240322133016,28.38
20240322134016,29.67
20240322135016,21.55
20240322140016,46.59
20240322141016,17.43
20240322142016,12.11
20240322143016,14.12
20240322144016,8.64
20240322145016,8.99
20240322150016,8.03
20240322151016,10.68
20240322152016,18.69
20240322153016,14.55
20240322154016,9.62
20240322155016,4.27
20240322160016,2.79
20240322161016,2.0
20240322162016,1.45
20240322163016,0.11
20240322164016,0.07
20240322165016,0.0
20240414090016,1417.58
20240414091016,1471.32
20240414092016,1447.79
20240414093016,1447.35
20240414094016,1369.01
20240414095016,1514.49
20240414100016,1504.02
20240414101016,1519.26
20240414102016,1396.82
20240414103016,1528.45
20240414104016,1517.7
20240414105016,1561.01
20240414110016,1498.15
20240414111016,1339.36
20240414112016,1095.85
20240414113016,1060.42
20240414114016,1041.57
20240414115016,1174.34
20240414120016,1272.36
20240414121016,1082.18
20240414122016,792.96
20240414123016,843.08
20240414124016,564.56
20240414125016,497.73
20240414130016,323.83
20240414131016,195.84
20240414132016,98.77
20240414133016,106.79
20240414134016,103.52
20240414135016,105.68
20240414140016,74.78
20240414141016,56.64
20240414142016,44.27
20240414143016,24.3
20240414144016,33.66
20240414145016,39.59
20240414150016,47.46
20240414151016,39.1
20240414152016,28.94
20240414153016,27.22
20240414154016,13.94
20240414155016,18.58
20240414160016,20.82
20240414161016,18.97
20240414162016,17.41
20240414163016,18.7
20240414164016,18.87
20240414165016,12.47
20240422090016,1317.58
20240422091016,1288.81
20240422092016,1222.32
20240422093016,1306.82
20240422094016,1170.06
20240422095016,940.19
20240422100016,1387.1
20240422101016,1464.07
20240422102016,1590.12
20240422103016,1618.18
20240422104016,1460.46
20240422105016,1301.79
20240422110016,866.8
20240422111016,1024.73
20240422112016,977.81
20240422113016,1351.32
20240422114016,1393.13
20240422115016,1030.05
20240422120016,471.25
20240422121016,406.71
20240422122016,108.39
20240422123016,515.01
20240422124016,266.23
20240422125016,187.15
20240422130016,369.98
20240422131016,306.33
20240422132016,337.52
20240422133016,173.56
20240422134016,80.14
20240422135016,77.25
20240422140016,111.05
20240422141016,97.91
20240422142016,96.94
20240422143016,115.46
20240422144016,91.97
20240422145016,61.19
20240422150016,46.17
20240422151016,37.18
20240422152016,12.75
20240422153016,11.03
20240422154016,4.93
20240422155016,33.92
20240422160016,4.84
20240422161016,5.02
20240422162016,1.13
20240422163016,1.52
20240422164016,2.96
20240422165016,0.0
20240513090016,3.04
20240513091016,6.8
20240513092016,6.56
20240513093016,2.79
20240513094016,2.21
20240513095016,3.52
20240513100016,1.86
20240513101016,6.8
20240513102016,4.69
20240513103016,5.28
20240513104016,6.48
20240513105016,5.13
20240513110016,9.43
20240513111016,7.28
20240513112016,13.4
20240513113016,12.3
20240513114016,16.98
20240513115016,17.32
20240513120016,23.78
20240513121016,20.57
20240513122016,23.75
20240513123016,11.31
20240513124016,10.76
20240513125016,9.99
20240513130016,14.49
20240513131016,8.17
20240513132016,9.03
20240513133016,6.27
20240513134016,7.63
20240513135016,9.29
20240513140016,6.86
20240513141016,7.68
20240513142016,10.85
20240513143016,10.83
20240513144016,11.46
20240513145016,14.82
20240513150016,6.87
20240513151016,5.48
20240513152016,3.05
20240513153016,3.35
20240513154016,2.85
20240513155016,1.18
